#,Platform,Message
38,FACEBOOK,Help us fight #disease by participating in this clinical trial at Keck Medicine of USC. 1 in 3 Americans lives with a deadly or debilitating disease for which we have no cures. We want to make a difference and change that. View the eligibility criteria here: http://bit.ly/1234567.
39,FACEBOOK,We can't wait! It takes an average of 15 years to turn a discovery into a new medical solution. Please help us work toward a cure for #disease by participating in this clinical trial at Keck Medicine of USC. See if you are eligible: http://bit.ly/1234567.
40,FACEBOOK,Ever thought about participating in a clinical trial? Here's your chance to help advance #disease research at Keck Medicine of USC. More information about the investigator and the eligibility criteria are available here: http://bit.ly/1234567.
41,FACEBOOK,You may be eligible. This clinical trial on #disease at Keck Medicine of USC is now accepting participants. Learn more about the investigator and view the eligibility criteria: http://bit.ly/1234567.
42,FACEBOOK,Want to make a difference? Your participation in this #disease clinical trial at Keck Medicine of USC could benefit many people. You can find more info about the investigator and eligibility criteria here: http://bit.ly/1234567.
43,FACEBOOK,Many are affected by #disease. Your participation in this clinical trial at Keck Medicine of USC could help us turn this around and make a difference. View the eligibility criteria here: http://bit.ly/1234567.
44,FACEBOOK,Are you a cigarette smoker? You may be eligible to participate in this clinical trial at Keck Medicine of USC on disease http://bit.ly/1234567.
45,FACEBOOK,You're more than your disease. And you may be a unique way to fight it. Participate in this #disease clinical trial at Keck Medicine of USC. Learn more about the investigator and view the eligibility criteria here: http://bit.ly/1234567.
46,FACEBOOK,Know someone who wants to quit smoking? We need your help to find participants for this clinical trial at Keck Medicine of USC. You can find more information about the investigator and eligibility criteria here: http://bit.ly/1234567.
47,FACEBOOK,Step up! Clinical trials need volunteers willing to participate. Without them better disease treatments are not possible. Join us at Keck Medicine of USC and make a difference in this #disease clinical trial http://bit.ly/1234567.
48,FACEBOOK,"#Disease e-patients are more likely to participate in clinical trials. If you are one of them, we thank you for your initiative. Please join us at Keck Medicine of USC. You can learn more about this trial here: http://bit.ly/1234567."
49,FACEBOOK,Help improve the health of others and participate in this #disease clinical trial at Keck Medicine of USC. See if you are eligible http://bit.ly/1234567.
50,FACEBOOK,"Join us! Our participants help us to fight #disease in this clinical trial at Keck Medicine of USC. View information about the trial, investigator, and the eligibility criteria here: http://bit.ly/1234567."
51,FACEBOOK,We need your help! Clinical trials are important for advancing what we know about the treatment of #disease. This trial at Keck Medicine of USC is looking for participants to help us answer important questions to improve patient care. View more information about the investigator and eligibility criteria here: http://bit.ly/1234567.
52,FACEBOOK,Have you been diagnosed with #disease? This clinical trial team at Keck Medicine of USC is looking for people like you. You can learn more about the investigator and eligibility criteria here: http://bit.ly/1234567.
53,FACEBOOK,#Disease clinical trials give hope to many patients and their families. But we cannot do it without volunteers. Participate in this trial at Keck Medicine of USC! See if you are eligible http://bit.ly/1234567.
54,FACEBOOK,We do research for better health but we cannot do it without research volunteers. Please consider participating in this #disease clinical trial at Keck Medicine of USC if you are eligible. More info is available here: http://bit.ly/1234567.
55,FACEBOOK,"We cannot find better #disease treatments without you. If you're eligible, please participate in this clinical trial at Keck Medicine of USC. You can learn more about the trial and investigator here: http://bit.ly/1234567. "
56,FACEBOOK,"It starts with you! If you are eligible, please participate in our clinical trial on #disease at Keck Medicine of USC. View more information here: http://bit.ly/1234567."
57,FACEBOOK,You can make a difference in others' lives. Please participate in our clinical trial on #disease at Keck Medicine of USC. See if you are eligible: http://bit.ly/1234567.
58,FACEBOOK,Our clinical trial participants make it possible to fight #disease in new ways at Keck Medicine of USC. Join us and participate in this clinical trial http://bit.ly/1234567.
59,FACEBOOK,Join Principal Investigator in fighting #disease by participating in this clinical trial at Keck Medicine of USC. View the elibility criteria here: http://bit.ly/1234567.
60,FACEBOOK,"Have you been diagnosed with #disease? Leading researcher Principal Investigator at Keck Medicine of USC is looking for clinical trial participants. If you are eligible, please consider helping us. More information is available here: http://bit.ly/1234567."
